"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"roshancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"roshancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"roshancy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"roshancy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Western Pamirs / Sapadnyj Pamir";"272023";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Western Pamirs / Sapadnyj Pamir";"272023";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"Ishkashim / Ishkashimskij rajon";"272023";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"Ishkashim / Ishkashimskij rajon";"272023";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"272023";"1971_1";"Pamir, Locations";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"272023";"1971_1";"Pamir, Locations";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Rushan / Rushon";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Rushan / Rushon";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Shugnan";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Shugnan";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Goron";"Ishkashim / Ishkashimskij rajon";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Goron";"Ishkashim / Ishkashimskij rajon";"274751";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Rushan / Rushon";"Shugnan";"274751";"1971_1";"Pamir, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Rushan / Rushon";"Shugnan";"274751";"1971_1";"Pamir, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Goron";"Rushan / Rushon";"274751";"1971_1";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Goron";"Rushan / Rushon";"274751";"1971_1";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Goron";"Shugnan";"274751";"1971_1";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Goron";"Shugnan";"274751";"1971_1";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Shugnan";"Vakhan";"274911";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"Shugnan";"Vakhan";"274911";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Rushan / Rushon";"Vakhan";"274911";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"Rushan / Rushon";"Vakhan";"274911";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Rushan / Rushon";"Shugnan";"274911";"1971_1";"Pamir, Pamir";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"Rushan / Rushon";"Shugnan";"274911";"1971_1";"Pamir, Pamir";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Goron";"Vakhan";"274978";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"Goron";"Vakhan";"274978";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"mountainous parts of historical Bactria / Tokharistan";"Sogd";"280237";"1973_5";"Historical Northern Tajikistan (Sogd + Ferghana), Historical Southern Tajikistan (Baktria / Tokharistan)";"present";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"mountainous parts of historical Bactria / Tokharistan";"Sogd";"280237";"1973_5";"Historical Northern Tajikistan (Sogd + Ferghana), Historical Southern Tajikistan (Baktria / Tokharistan)";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"difference"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"Tajikistan / TadzhSSR";"280719";"1973_5";"Tajikistan / TadzhSSR, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"clothing";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Pamir";"282066";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Pamir";"282066";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"Goron";"Ishkashim / Ishkashimskij rajon";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"Goron";"Ishkashim / Ishkashimskij rajon";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"Goron";"Vakhan";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"Goron";"Vakhan";"283224";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Ishkashim / Ishkashimskij rajon";"Vakhan";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"use of specific tools or methods";NA
"Goron";"Ishkashim / Ishkashimskij rajon";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Goron";"Ishkashim / Ishkashimskij rajon";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"use of specific tools or methods";NA
"Goron";"Vakhan";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Goron";"Vakhan";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity";"use of specific tools or methods";NA
"tadzhiki";"tadzhiki v Afganistane / Tajiks in Afghanistan";"285584";"1968_1";"Groups, Tajiks outside the Tajik SSR";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"tadzhiki v Afganistane / Tajiks in Afghanistan";"285584";"1968_1";"Groups, Tajiks outside the Tajik SSR";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"contact / connection (interpersonal, interethnic,...)"
"jagnobcy / Yaghnobis";"tadzhiki";"28726";"1964-6";"Groups, groups in mountainous regions";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"28726";"1964-6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jagnobcy / Yaghnobis";"pripamirskie narodnosti / narody / pripamircy";"28726";"1964-6";"groups in mountainous regions, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Pamir";"288268";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Citation informant, local population, interviewee";"Rupture";"use of specific tools or methods";"material support"
"Ishkashim / Ishkashimskij rajon";"Pamir";"288268";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"present";"Citation informant, local population, interviewee";"Rupture";"zemledelie / sel'skoe khosjajstvo / agriculture";"material support"
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"zhensshiny Kuljaba / women of Kuljab";"289052";"1973_5";"groups in mountainous regions, Historical locations";"past: pre-Soviet";NA;NA;"clothing";"influence"
"bartangcy";"narodnosti Zapadnogo Pamira";"289242";"1975_4";"Pamir groups, Pamir groups";"past: pre-Soviet";NA;NA;"use of specific tools or methods";"difference"
"bartangcy";"narodnosti Zapadnogo Pamira";"289242";"1975_4";"Pamir groups, Pamir groups";"past: pre-Soviet";NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"dolina r.  Pjandzh";"Tajikistan / TadzhSSR";"28997";"1955_1";"Locations, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"use of specific tools or methods";"proximity / similarity"
"Karategin";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"political life";"contact / connection (interpersonal, interethnic,...)"
"Karategin";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"contact / connection (interpersonal, interethnic,...)"
"Karategin";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"trade / economic production";"contact / connection (interpersonal, interethnic,...)"
"Darvaz";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"political life";"contact / connection (interpersonal, interethnic,...)"
"Darvaz";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"contact / connection (interpersonal, interethnic,...)"
"Darvaz";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"trade / economic production";"contact / connection (interpersonal, interethnic,...)"
"gornye rajony Kuljabskoj oblasti";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, Kuljabskaja oblast' / Kuljab";"past: pre-Soviet";"Factual Statement by Author";NA;"political life";"contact / connection (interpersonal, interethnic,...)"
"gornye rajony Kuljabskoj oblasti";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, Kuljabskaja oblast' / Kuljab";"past: pre-Soviet";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"contact / connection (interpersonal, interethnic,...)"
"gornye rajony Kuljabskoj oblasti";"verkhovya Matchi";"292224";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, Kuljabskaja oblast' / Kuljab";"past: pre-Soviet";"Factual Statement by Author";NA;"trade / economic production";"contact / connection (interpersonal, interethnic,...)"
